month,pct_id,total_gaba
2016-03-01,10V,67906.82222222222
2018-06-01,10V,83199.57777777778
2019-01-01,10V,88795.91111111113
2015-12-01,10V,72014.7388888889
2017-11-01,10X,108293.70555555553
2019-12-01,10X,118043.63333333335
2018-01-01,10X,111021.59999999999
2018-11-01,10X,115464.3722222222
2019-10-01,10X,119767.51111111112
2017-09-01,52R,391455.77777777775
2017-03-01,52R,402439.85000000003
2015-10-01,52R,330184.0111111111
2017-04-01,52R,363633.6833333332
2016-04-01,52R,355882.3444444444
2016-08-01,52R,358314.0722222223
2017-10-01,52R,410373.9722222221
2019-08-01,78H,326691.61111111107
2020-02-01,91Q,723503.6944444443
2019-02-01,97R,202247.92222222223
2019-07-01,99F,72630.33333333333
2017-02-01,99F,59020.31666666667
2020-03-01,99G,80665.6
2015-11-01,01F,77762.22222222223
2016-07-01,01F,95517.70555555556
2018-06-01,01F,103441.72777777779
2015-07-01,01F,82909.86666666665
2018-04-01,01F,98769.79444444446
2017-11-01,01F,98966.44444444444
2018-11-01,01F,107244.25555555554
2015-05-01,01F,73850.88888888888
2015-08-01,01F,73630.69999999998
2016-08-01,01F,91877.4388888889
2019-06-01,01J,130989.46666666665
2018-01-01,01J,130148.95
2020-02-01,01J,133206.97222222222
2019-09-01,01J,134926.7388888889
2018-05-01,01J,136736.02222222224
2019-12-01,01J,145419.52222222224
2017-03-01,01J,130372.99444444447
2019-10-01,01J,141064.16666666666
2018-09-01,01J,123669.21111111112
2017-09-01,01J,124698.76666666663
2018-10-01,01J,140150.39444444442
2020-03-01,01J,151041.30555555556
2017-01-01,01J,116854.95000000001
2019-08-01,01J,140373.67777777778
2017-08-01,01J,123575.03888888888
2017-02-01,01J,109362.60555555555
2017-06-01,01J,127671.5611111111
2018-08-01,01J,136690.80000000002
2020-01-01,01J,142315.71666666665
2017-12-01,01J,131057.75555555552
2016-06-01,01J,111259.79999999999
2019-04-01,01J,134474.4111111111
2017-10-01,01J,128297.81111111112
2020-05-01,01J,136785.16666666666
2016-04-01,01J,114512.57777777781
2017-05-01,01J,124053.22222222222
2017-07-01,01J,123479.78888888891
2019-11-01,01J,137951.75
2019-02-01,01J,111904.73333333332
2016-10-01,01J,111751.4888888889
2017-04-01,01J,115913.5
2018-12-01,01J,131623.0
2016-03-01,01J,111127.15000000001
2019-05-01,01J,142848.23888888888
2020-04-01,01J,144220.44999999995
2016-11-01,01J,120638.12777777776
2019-03-01,01J,129445.93333333332
2019-07-01,01J,139155.2666666667
2018-02-01,01J,118165.77222222222
2019-01-01,01J,138054.04999999996
2016-12-01,01J,121075.65555555554
2018-03-01,01J,132805.0
2018-07-01,01J,134296.51111111112
2016-09-01,01X,139574.94444444447
2016-02-01,01X,123991.22777777776
2016-05-01,01X,128613.58888888892
2015-12-01,01X,135982.7
2016-01-01,01X,119562.81666666665
2015-09-01,01X,120831.6111111111
2015-06-01,01X,122112.5888888889
2015-10-01,01X,125002.98333333335
2015-06-01,06N,101925.25000000004
2017-08-01,06N,123455.72222222219
2015-08-01,06N,97361.29444444444
2015-07-01,06N,106157.25555555559
2017-05-01,06N,126524.68333333332
2016-12-01,06N,125636.93888888885
2016-03-01,07T,52488.11666666667
2017-04-01,07T,55967.16111111111
2017-10-01,07T,62736.58333333333
2015-09-01,07T,50121.77222222222
2017-12-01,07T,63127.86111111111
2019-01-01,07T,69098.63888888889
2018-09-01,07W,85781.29444444444
2018-06-01,07W,85132.73888888893
2019-02-01,07W,80328.61111111112
2018-11-01,07W,90782.65
2019-06-01,07W,82777.52222222218
2018-05-01,07W,85314.00555555559
2017-09-01,08C,41885.26111111111
2017-11-01,08C,43504.07222222221
2016-10-01,08C,39285.86111111112
2019-10-01,08V,70943.24444444446
2019-05-01,08W,64662.9388888889
2019-09-01,08W,61203.80555555555
2019-12-01,08W,64951.82222222222
2020-05-01,08W,63131.52777777778
2018-01-01,08W,61305.555555555555
2018-08-01,08W,63732.46666666667
2019-04-01,08W,60721.96666666667
2019-07-01,08W,62057.538888888885
2018-10-01,08W,64239.616666666676
2016-07-01,08Y,43498.21666666666
2016-06-01,08Y,44697.82777777776
2017-02-01,08Y,43510.527777777774
2017-06-01,08Y,47577.82777777779
2019-03-01,08Y,48856.55555555556
2017-01-01,08Y,44325.627777777765
2016-04-01,08Y,44316.433333333334
2016-05-01,08Y,42633.23888888888
2016-11-01,09A,40082.588888888895
2017-03-01,09A,44117.45555555555
2016-09-01,09A,39922.66666666667
2015-05-01,09A,32198.22222222222
2015-10-01,09A,36641.700000000004
2016-01-01,09A,36254.86666666667
2015-11-01,09A,35457.6388888889
2016-08-01,09A,39134.555555555555
2016-02-01,09A,35598.5
2019-08-01,14Y,111127.40000000001
2018-07-01,15D,90988.28333333333
2017-07-01,15D,88102.47777777775
2018-12-01,15D,94400.23888888891
2018-02-01,15D,82365.82222222222
2020-01-01,15D,96420.63888888886
2020-02-01,15D,89933.98333333334
2020-04-01,15D,95234.86666666667
2018-03-01,15D,89910.84444444446
2018-04-01,15D,86585.5111111111
2020-03-01,15D,101112.92222222222
2015-12-01,15D,80644.62222222223
2019-11-01,15D,90784.80555555555
2018-03-01,04C,102072.84444444443
2018-06-01,04C,105684.27777777775
2019-01-01,04C,116279.68888888886
2018-09-01,04C,103920.30000000002
2018-10-01,04C,112570.62777777773
2019-03-01,04C,110322.23888888891
2018-02-01,04C,94352.02777777775
2019-06-01,04C,105273.42222222222
2016-06-01,04F,63259.02777777778
2016-05-01,04F,60581.39444444447
2015-08-01,04F,53434.111111111124
2018-12-01,06F,132572.57777777774
2019-05-01,06F,137737.3666666667
2019-12-01,06F,134833.1888888889
2019-04-01,06F,127574.72222222225
2020-05-01,06F,132670.49444444443
2020-03-01,06K,176374.3777777778
2016-01-01,06K,119066.38333333338
2018-07-01,06K,159317.93333333332
2020-04-01,06K,173804.61111111107
2016-07-01,06P,50853.044444444466
2016-08-01,06P,50935.055555555555
2015-11-01,06P,45537.85
2017-05-01,07H,74969.97777777778
2017-01-01,07H,70500.6722222222
2017-02-01,07H,65648.33333333331
2020-01-01,10C,26799.244444444445
2018-01-01,10C,25229.094444444443
2018-05-01,10C,25292.266666666663
2017-11-01,10C,24765.816666666666
2016-09-01,10C,22158.083333333336
2015-06-01,10C,18724.861111111113
2015-12-01,10C,21537.63888888889
2017-07-01,10Q,178976.15555555557
2017-12-01,10Q,186840.75
2020-02-01,10Q,199103.21666666676
2018-08-01,10Q,199678.0444444444
2016-03-01,10Q,154407.51666666666
2017-10-01,10Q,186789.2888888888
2019-02-01,10Q,183202.03333333338
2019-08-01,10Q,212732.56666666668
2019-10-01,10Q,214566.20555555556
2016-12-01,10Q,178463.56666666668
2015-09-01,10Q,143925.35
2018-11-01,10Q,200217.81666666674
2019-09-01,10Q,199014.97777777785
2016-11-01,10Q,167518.99999999994
2017-08-01,10Q,180986.28333333333
2017-04-01,10Q,162248.32777777774
2019-11-01,10Q,201399.52777777775
2017-06-01,10Q,180043.56111111108
2016-10-01,15A,118920.3111111111
2019-07-01,15A,146509.8166666666
2018-04-01,15A,137553.8166666667
2015-10-01,15A,107485.11666666662
2017-03-01,15A,133328.0833333333
2016-04-01,15A,115477.5277777778
2017-09-01,15A,133270.8111111111
2015-07-01,72Q,386417.9777777777
2016-02-01,72Q,374607.1388888891
2015-05-01,99M,41372.76111111112
2015-05-01,03H,42609.916666666664
2019-12-01,03J,73312.91666666666
2019-05-01,03J,73239.18333333332
2016-02-01,03J,52865.52222222221
2017-07-01,03J,64078.072222222225
2019-07-01,03J,69141.87222222223
2019-09-01,03J,70273.11666666667
2020-02-01,03J,67853.3111111111
2018-07-01,03J,69743.57777777778
2018-11-01,03J,72440.28333333333
2019-08-01,03J,73950.68333333333
2017-06-01,03J,65780.43888888888
2016-10-01,03J,60025.28888888888
2016-09-01,03J,59974.16111111111
2020-05-01,03Q,132679.55555555556
2019-11-01,03Q,131107.2777777778
2020-04-01,03Q,137304.45000000004
2016-08-01,04V,116936.75555555556
2019-06-01,05C,113317.41666666664
2018-03-01,05C,115458.33888888886
2018-05-01,05C,118396.56666666668
2018-08-01,05C,121595.78333333334
2017-04-01,05C,99086.14444444446
2018-01-01,05D,49813.677777777775
2018-12-01,05L,215089.53333333327
2018-06-01,05N,110906.48333333334
2015-12-01,05N,92961.76666666666
2018-09-01,05N,108016.1944444445
2016-11-01,05N,97676.5388888889
2017-03-01,05N,105564.87777777777
2019-01-01,05N,119868.89999999997
2018-10-01,05N,119735.91111111114
2019-03-01,05N,113515.46666666663
2018-02-01,05N,99487.95555555554
2016-01-01,05V,40300.58888888889
2017-01-01,06A,85452.88333333336
2016-06-01,10K,62446.011111111126
2016-07-01,11A,167274.83333333334
2017-08-01,11M,217879.56111111114
2017-12-01,11M,225348.11111111124
2017-11-01,11M,224060.46666666667
2016-03-01,11M,185892.5055555555
2015-07-01,11X,158242.30555555553
2015-06-01,36J,166671.23333333345
2016-05-01,36J,181469.1166666667
2017-10-01,36J,218119.1944444444
2017-09-01,36J,212780.62222222227
2015-11-01,36J,167562.93888888884
2019-10-01,92G,365576.038888889
2019-04-01,92G,332994.6444444445
2020-01-01,92G,369892.8388888889
2020-03-01,92G,377972.2722222221
2015-10-01,99E,76522.03888888888
2016-12-01,99E,91765.5833333333
2018-04-01,99E,96667.51111111112
2015-08-01,99E,70066.59444444445
2017-02-01,99E,81114.30555555556
2019-02-01,99E,95223.97222222223
2017-05-01,99E,93312.04444444443
2015-09-01,99F,51736.488888888896
2016-04-01,99F,55880.59999999998
2019-10-01,00Q,97517.83333333333
2016-04-01,00T,131916.63333333333
2019-07-01,00T,160876.29444444447
2018-06-01,00T,159748.42777777775
2015-05-01,00T,115102.95555555556
2016-11-01,00T,140095.75555555557
2015-06-01,00T,119524.85555555552
2016-01-01,00T,120418.50555555556
2019-05-01,00T,170063.21111111107
2019-08-01,00T,172227.46111111113
2015-09-01,00V,82746.76666666666
2018-07-01,01A,197775.8277777778
2017-01-01,01A,173165.1055555555
2018-09-01,01A,191751.39444444436
2017-07-01,01A,184644.51666666663
2017-10-01,01A,189910.3
2016-09-01,01A,173472.33888888883
2018-08-01,01A,208128.9222222222
2018-02-01,01A,177884.64444444454
2018-01-01,01A,197783.2555555555
2018-05-01,01A,199271.65000000005
2017-05-01,01A,187425.84999999992
2018-03-01,01A,197431.27222222218
2017-09-01,01A,187614.05555555562
2015-07-01,02E,88121.25555555554
2018-12-01,03R,200879.80000000002
2020-05-01,03R,194287.6888888889
2019-09-01,03R,192945.06111111114
2020-03-01,03R,212627.4388888889
2017-04-01,03R,168511.3388888889
2019-11-01,03R,195525.50000000003
2017-12-01,03R,189166.35555555558
2020-04-01,04Y,72399.66111111113
2019-12-01,04Y,71756.95555555556
2017-11-01,05Y,143633.46111111113
2018-11-01,06T,188581.06666666662
2020-01-01,06T,195774.3777777778
2018-04-01,06T,178295.14444444445
2019-01-01,06T,195692.3555555556
2018-10-01,06T,194477.10555555555
2019-04-01,06T,185745.28333333335
2015-10-01,10L,59899.894444444435
2015-08-01,10L,54164.47222222222
2017-03-01,10L,70860.22222222223
2015-11-01,10L,57169.48333333333
2016-03-01,10L,62050.66666666667
2016-07-01,11N,250251.31666666665
2016-02-01,11N,226686.86111111115
2015-12-01,11N,258767.25555555554
2016-08-01,11N,253200.55000000005
2016-12-01,11N,274748.7944444444
2016-10-01,12F,148051.3833333333
2017-02-01,12F,145618.75555555552
2016-06-01,12F,149851.34999999998
2016-05-01,12F,143254.0666666667
2017-06-01,12F,166635.17777777783
2017-08-01,12F,167222.78333333333
2019-02-01,12F,156656.72222222222
2020-02-01,13T,259837.76111111112
2019-03-01,99C,113548.92777777779
2019-06-01,99C,110935.18333333333
2017-03-01,03W,96853.76111111112
2017-09-01,03W,94665.77777777778
2016-05-01,03W,83631.03333333334
2017-01-01,03W,87644.76666666666
2016-11-01,03W,90852.64999999997
2017-05-01,03W,94514.28888888887
2018-01-01,03W,101121.31111111109
2018-02-01,03W,92272.70555555556
2017-11-01,03W,99561.51111111112
2020-05-01,03W,104874.43888888888
2016-10-01,03W,88912.89444444445
2020-02-01,04F,88229.99444444443
2020-03-01,05A,180247.65555555554
2019-09-01,05A,161767.68888888892
2019-12-01,05A,170273.57777777777
2019-11-01,05A,163428.3722222223
2015-07-01,05D,34608.97777777777
2015-12-01,06H,256722.6777777778
2015-10-01,06H,232637.35555555555
2015-11-01,06H,226184.64999999994
2016-03-01,06H,241818.63888888896
2016-04-01,06H,249516.23333333328
2016-06-01,06H,255162.28333333335
2015-06-01,06H,219406.77777777787
2017-07-01,06H,282354.41111111117
2017-02-01,06H,247496.08888888897
2015-08-01,06H,212742.3944444444
2018-07-01,07G,55177.17222222222
2016-02-01,07G,42207.422222222216
2017-10-01,07G,52223.19999999998
2016-01-01,07G,41733.177777777775
2018-03-01,07G,53752.19444444445
2018-11-01,10J,71385.36666666668
2017-12-01,10J,69187.17777777778
2015-09-01,10J,55141.138888888876
2018-12-01,10J,71108.26666666666
2018-09-01,10J,67646.04444444446
2017-06-01,10J,68035.97777777778
2019-06-01,11J,237780.8
2019-02-01,11J,226377.57777777768
2017-08-01,11J,231737.60000000003
2019-07-01,11J,239971.23888888897
2017-04-01,15C,268174.80555555556
2019-01-01,15C,325921.5222222222
2016-07-01,15C,265248.72222222225
2016-09-01,15C,270905.9444444443
2020-04-01,15F,290462.1111111112
2018-05-01,15F,272923.0555555555
2019-03-01,15F,269630.5944444444
2018-10-01,15F,286735.78888888896
2019-08-01,15F,293703.46111111116
2020-01-01,15F,290070.1222222223
2018-04-01,15F,265216.2611111112
2018-06-01,15F,267000.17222222214
2018-08-01,15F,276167.3722222221
2016-12-01,15F,257175.93888888895
2016-08-01,15F,236990.0777777779
2019-10-01,15F,285797.9055555555
2019-05-01,15F,279063.47222222225
2015-05-01,70F,197292.29999999996
2019-04-01,70F,271747.1666666667
2017-04-01,00X,65390.97777777778
2016-03-01,00X,61310.28333333334
2018-05-01,00X,74523.13888888892
2016-11-01,01H,117824.68333333336
2015-05-01,01H,95618.6277777778
2018-06-01,02T,88214.06111111112
2018-10-01,02T,95018.4611111111
2015-12-01,02Y,107589.64444444445
2016-09-01,02Y,111101.14999999998
2015-10-01,02Y,99802.38333333336
2015-07-01,03A,80365.4777777778
2015-09-01,03A,78605.6
2016-08-01,03F,105230.93888888888
2017-10-01,03F,119360.70555555553
2019-01-01,03F,128569.10555555554
2017-08-01,03F,117533.58888888889
2016-02-01,03F,94109.41666666666
2017-11-01,03N,240466.37222222233
2017-12-01,03Q,143869.67777777778
2015-11-01,04Y,41946.166666666664
2016-06-01,04Y,46141.9388888889
2019-05-01,05H,80561.07777777777
2019-04-01,05H,76344.25555555559
2015-06-01,05L,170508.45555555553
2019-10-01,05V,64138.350000000006
2020-04-01,05X,82268.8
2017-06-01,06L,160724.3833333333
2019-07-01,06Q,158951.11111111112
2019-08-01,07K,109868.15555555557
2016-01-01,09D,100381.53333333335
2018-04-01,09D,125357.18333333333
2017-09-01,09D,122265.43333333332
2018-02-01,09D,115029.48333333331
2020-05-01,10K,84360.02222222222
2018-01-01,10K,81737.05555555555
2018-07-01,10V,87592.30555555555
2017-07-01,10V,82967.02777777778
2017-01-01,10X,102447.28888888887
2019-09-01,27D,313398.09444444446
2017-02-01,42D,145006.8722222222
2016-07-01,42D,148030.66111111114
2019-03-01,42D,173584.52777777784
2019-06-01,52R,435677.9666666665
2018-09-01,52R,420112.57222222217
2020-03-01,52R,496394.1166666665
2017-03-01,91Q,729900.6888888889
2018-11-01,91Q,772141.7999999998
2016-04-01,91Q,650710.2888888891
2019-02-01,91Q,703538.9500000002
2018-12-01,91Q,787943.6499999999
2015-08-01,91Q,550877.3277777777
2016-10-01,91Q,658358.8666666667
2019-12-01,97R,235837.0
2017-05-01,97R,215137.90555555557
2020-02-01,97R,220955.00555555563
2020-01-01,97R,236288.44444444444
2018-03-01,97R,225502.9
2016-05-01,97R,187658.91111111117
2016-12-01,97R,214254.5277777778
2018-08-01,97R,228955.91666666666
2019-11-01,97R,232174.1777777778
2020-05-01,00N,86614.28888888888
2019-12-01,00N,90035.29444444443
2019-10-01,00N,91990.54444444444
2020-01-01,00N,92568.68888888888
2019-03-01,00N,85234.72222222222
2020-02-01,00N,83596.00555555554
2020-04-01,00N,89300.33333333333
2016-09-01,00P,143880.0555555556
2015-09-01,00P,125949.67777777775
2016-01-01,00P,125989.33333333331
2019-07-01,00Q,97153.22222222225
2017-02-01,01D,105895.68333333335
2018-09-01,01D,128013.96666666665
2016-12-01,01D,119577.73888888891
2017-04-01,01D,111291.30555555556
2015-12-01,01V,61885.05555555555
2017-08-01,01V,65737.86666666667
2018-03-01,01V,69206.64444444444
2017-11-01,01V,68751.44999999998
2018-07-01,01Y,137419.13333333333
2019-02-01,01Y,123849.90000000001
2017-01-01,02G,55894.66666666667
2017-10-01,02G,61473.638888888876
2015-08-01,02G,45893.0611111111
2018-04-01,02G,60482.15
2018-06-01,02G,61389.52222222222
2015-11-01,02G,48741.555555555555
2016-10-01,02P,123830.56666666667
2016-05-01,02P,120071.87222222224
2016-02-01,02P,113159.58888888889
2015-06-01,02P,108761.9166666667
2018-12-01,02X,183667.0555555556
2018-05-01,02X,180218.9722222222
2019-04-01,02X,175794.1666666667
2019-08-01,02X,186439.5388888889
2018-08-01,02X,184979.15
2018-01-01,02X,174857.40555555566
2019-05-01,05Y,169735.16666666666
2019-06-01,05Y,152840.87222222215
2019-11-01,05Y,160557.02222222224
2019-09-01,05Y,157559.5444444445
2016-04-01,06T,163983.93888888886
2016-07-01,06T,165694.0166666666
2015-07-01,06T,152957.07777777774
2016-06-01,06T,168022.43333333326
2018-11-01,10L,83103.16111111111
2017-12-01,10L,80526.02777777778
2020-03-01,10L,84478.63333333335
2018-10-01,12F,195841.64444444448
2017-07-01,26A,545839.0944444445
2016-11-01,71E,389251.87777777785
2017-05-01,71E,414843.1388888891
2018-02-01,71E,393850.08888888865
2017-09-01,71E,430220.29444444436
2016-03-01,71E,366103.88888888905
2015-10-01,71E,347702.49444444425
2017-06-01,71E,427542.6555555558
2015-05-01,71E,309808.77222222224
2017-03-01,71E,424067.92222222197
2016-08-01,71E,387091.32222222217
2019-01-01,99C,128422.47222222225
2015-05-01,00Q,53452.58333333334
2016-05-01,00X,63486.98888888889
2020-05-01,01E,90566.36666666667
2015-07-01,01E,69467.68333333335
2017-05-01,01H,129796.81111111108
2017-10-01,01H,133726.04444444447
2018-08-01,01H,141939.42222222223
2019-10-01,02A,107054.68888888891
2015-11-01,02Y,98355.11111111114
2016-12-01,02Y,119406.62777777777
2016-10-01,03F,107977.9333333333
2017-06-01,03F,120877.25555555559
2017-09-01,03F,119730.93888888886
2016-01-01,03F,96858.44444444447
2019-08-01,03H,75963.4722222222
2018-01-01,03N,252348.3333333333
2017-03-01,03N,243763.31111111114
2019-02-01,03N,237094.2722222222
2017-01-01,03N,223083.09999999998
2016-06-01,03Q,128594.54444444441
2016-04-01,03Q,127399.28333333335
2017-07-01,04Y,52441.22222222221
2015-12-01,05G,79805.46111111113
2016-03-01,05G,76692.54444444444
2018-04-01,05G,89547.54444444446
2017-02-01,05G,75539.82222222224
2020-03-01,05H,90500.67777777779
2019-12-01,05X,83834.1
2020-01-01,05X,85586.40000000001
2019-06-01,05X,77771.3388888889
2019-04-01,06L,170252.5944444445
2016-02-01,06L,132157.8333333333
2017-11-01,06L,166264.44999999995
2017-04-01,06L,149740.05000000005
2019-07-01,06L,173374.25555555557
2018-12-01,06L,176906.27222222224
2019-05-01,06L,179426.2722222222
2018-05-01,06L,174487.01666666663
2018-07-01,07K,108577.11111111112
2018-11-01,07K,110995.87222222221
2018-03-01,09D,134063.36111111112
2015-09-01,09D,104185.98333333331
2015-06-01,09D,100216.38333333333
2016-08-01,09D,117010.16111111111
2018-10-01,10V,96931.0388888889
2016-07-01,15M,370150.21666666673
2017-12-01,15M,441824.7333333331
2018-02-01,27D,288043.48888888885
2019-11-01,27D,330175.36666666676
2017-08-01,27D,313475.40555555554
2018-06-01,27D,318431.9444444444
2018-09-01,27D,310539.19999999995
2016-09-01,42D,160021.23888888888
2016-11-01,42D,161470.42222222223
2020-02-01,52R,448512.9888888891
2020-04-01,52R,487317.06111111114
2019-09-01,52R,451609.32777777757
2019-01-01,97R,246456.93333333332
2015-08-01,97R,171349.94999999998
2019-03-01,97R,231618.9555555555
2015-10-01,97R,186690.11666666667
2020-04-01,02T,87717.9388888889
2016-03-01,02T,66520.22777777779
2018-05-01,02Y,115407.09999999999
2019-09-01,03A,92559.42222222219
2019-03-01,03A,94901.6333333333
2017-10-01,03H,61017.79444444446
2015-09-01,03H,48989.883333333324
2019-07-01,03H,63108.38333333333
2017-09-01,03H,60410.727777777785
2015-08-01,03H,44999.69444444444
2017-04-01,03H,54977.72777777778
2017-11-01,03H,61577.03333333332
2015-05-01,03J,49820.34444444444
2015-06-01,03J,53217.68333333333
2019-04-01,03Q,131695.69444444447
2018-10-01,04V,155037.76666666672
2019-08-01,05C,128348.16666666667
2020-03-01,05D,59867.27222222223
2018-04-01,05H,69310.92777777779
2018-12-01,05H,75745.52777777778
2017-08-01,05L,202339.33888888883
2017-05-01,05L,198435.24444444446
2018-08-01,05N,120130.99444444444
2019-02-01,05N,109277.58333333331
2019-05-01,05N,121632.5333333333
2015-10-01,05N,88813.49999999999
2018-06-01,06Q,147140.36111111115
2020-05-01,09D,124127.7611111111
2015-11-01,10K,57666.277777777774
2017-01-01,10K,66390.38333333333
2016-07-01,10K,64776.68333333334
2018-01-01,10V,79207.97777777779
2016-11-01,11M,210646.8111111111
2015-07-01,11M,184315.06666666668
2016-04-01,11M,202043.6444444445
2017-07-01,11X,200445.31111111114
2018-11-01,11X,219588.44444444453
2020-02-01,11X,210906.41111111105
2018-07-01,11X,216203.90555555554
2019-06-01,11X,210553.2722222223
2016-08-01,11X,181643.9166666667
2018-09-01,11X,209726.9944444444
2017-12-01,78H,283658.36666666664
2016-09-01,92G,299261.30555555556
2019-11-01,92G,357033.6888888888
2017-02-01,92G,282739.2666666667
2017-06-01,92G,326429.4333333334
2016-06-01,92G,294438.29444444436
2020-01-01,99F,74280.13333333333
2017-03-01,99F,65955.99444444446
2018-02-01,99F,61677.37777777777
2019-10-01,99F,72718.43888888888
2019-01-01,99F,73491.87777777777
2019-12-01,99F,72348.57222222222
2018-03-01,99G,70512.14444444444
2016-02-01,99G,52772.09444444444
2016-05-01,99G,57046.0
2016-10-01,99G,60201.63888888889
2016-01-01,99G,52594.63888888889
2016-12-01,99G,65075.961111111115
2015-12-01,99G,58994.47777777778
2018-01-01,00L,191161.58888888897
2018-07-01,00L,192973.06666666665
2017-05-01,00L,179632.5833333333
2018-10-01,00L,200147.23333333334
2019-02-01,00L,169024.3166666666
2015-07-01,00N,72229.2222222222
2018-11-01,00N,94757.89444444446
2015-06-01,00N,69656.27777777778
2019-04-01,00N,91791.1888888889
2015-11-01,00P,128152.28888888888
2016-07-01,00P,142401.4666666667
2016-12-01,00P,155903.41111111114
2016-04-01,00Y,124073.4888888889
2017-06-01,01G,152557.80555555547
2016-03-01,01G,128553.11111111108
2017-02-01,01G,129686.75000000001
2020-01-01,01G,173159.8722222222
2019-10-01,01G,172406.01666666666
2015-10-01,01V,58671.73333333334
2018-09-01,01Y,139325.87222222215
2016-11-01,01Y,131094.32222222222
2019-07-01,01Y,148333.62777777773
2016-02-01,01Y,111697.10555555554
2019-05-01,01Y,152908.4444444444
2019-12-01,01Y,150872.7611111111
2016-06-01,01Y,124856.79444444444
2016-05-01,02G,54534.50555555555
2018-03-01,02G,67298.19444444447
2019-11-01,02G,66215.36111111111
2020-02-01,02G,63229.46666666666
2015-05-01,02M,70355.5111111111
2017-08-01,02M,96424.18333333335
2017-07-01,02M,95422.34444444445
2016-09-01,02M,89640.56666666671
2017-11-01,02M,102303.50555555556
2017-09-01,02M,96291.72777777779
2017-12-01,02P,150240.53333333338
2017-10-01,02P,150586.08888888892
2017-01-01,02P,132925.47222222222
2015-08-01,02Q,48893.8111111111
2016-08-01,02Q,59416.92222222222
2015-12-01,02Q,59400.34999999999
